Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,0.28,0.0,0.0,0.02,0.31,,,,,,
Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75.0,72.0,6.8,208.0,"Nintendo, Intelligent Systems",E
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,42.0,28.0,5.5,33.0,Spark Unlimited,T
UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.26,0.0,0.06,0.41,,,,,,
Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Transmission Games,T
Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.09,0.06,0.0,0.01,0.16,72.0,46.0,4.4,266.0,EA DICE,T
Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,,,,,,
Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.04,0.0,0.01,0.07,,,,,,
Marvel Avengers: Battle for Earth,X360,2012.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.3,12.0,Ubisoft Quebec,T
Whacked!,XB,2002.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,,,,,,
SRS: Street Racing Syndicate,XB,2004.0,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,,,,,,
Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38,75.0,16.0,8.6,8.0,Konami,E10+
Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,,,
Germany's Next Topmodel 2011,Wii,2011.0,Simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02,,,,,,
Crayola: Treasure Adventures,DS,2007.0,Puzzle,Ignition Entertainment,0.42,0.01,0.0,0.03,0.46,65.0,14.0,tbd,,Crave,E
Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,Triumph Studios,T
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,,,,,
Aqua Panic!,DS,2009.0,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50.0,31.0,7.1,31.0,Spark Unlimited,M
Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,70.0,31.0,7.8,22.0,Team 17,T
The Godfather: Dons Edition,PS3,2007.0,Action,Electronic Arts,0.25,0.02,0.0,0.03,0.29,,,,,,
Sushi Academy,DS,2009.0,Action,DTP Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,DTP Entertainment,E
Bleach: Heat the Soul 5,PSP,2008.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35,,,tbd,,Avalanche Software,E
Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,5TH Cell,E
Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M
Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7,5.0,Creat Studios,E10+
Nano Diver,PSP,2011.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,0.19,0.13,0.0,0.02,0.33,,,,,,
Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,E10+
Kane & Lynch: Dead Men,PS3,2007.0,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.75,,,,,,
Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,
Wheel of Fortune: 2nd Edition,PS,2000.0,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,,,,,,
Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.12,0.02,0.0,0.09,1.24,,,,,,
Disney's Lilo & Stitch,GBA,2002.0,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08,,,,,,
Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,38.0,4.4,455.0,Sega,E10+
Wet,X360,,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,69.0,79.0,7.3,86.0,Artificial Mind and Movement,M
WWE 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,,,4.1,9.0,Yuke's,T
Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.83,0.43,0.0,0.13,1.38,60.0,77.0,6.1,1409.0,Crytek,M
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,
Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09,,,tbd,,"Majesco Games, Majesco",E10+
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,105.0,Visual Concepts,E
Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development,E
Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.66,5.14,0.06,1.41,16.27,97.0,58.0,8.1,3711.0,Rockstar North,M
Astro Boy,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0,Sonic Team,E
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5,,,,,,
PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,,
Army of Two,X360,2008.0,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72.0,76.0,7.6,233.0,EA Montreal,M
Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7,8.0,Prope,E
LEGO Harry Potter: Years 5-7,DS,,Action,Warner Bros. Interactive Entertainment,0.34,0.25,0.0,0.07,0.66,69.0,4.0,tbd,,Traveller's Tales,E10+
Little Busters! Converted Edition,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.0,0.0,0.05,0.0,0.05,,,,,,
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02,0.3,76.0,11.0,7,18.0,TT Games,E10+
Gadget Racers (PAL),PS2,2002.0,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02,,,,,,
Joust,2600,1982.0,Platform,Atari,1.01,0.06,0.0,0.01,1.08,,,,,,
NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,52.0,8.4,71.0,EA Canada,E10+
Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,,,,,,
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,,,,,,
Momotarou Dentetsu V,PS,1999.0,Misc,Hudson Entertainment,0.0,0.0,0.44,0.03,0.47,,,,,,
iCarly,Wii,2009.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.45,,,tbd,,Blitz Games,E
Ice Age: Dawn of the Dinosaurs,DS,2009.0,Action,Activision,0.2,0.15,0.0,0.04,0.38,54.0,4.0,tbd,,Activision,E
Mind Quiz: Your Brain Coach,DS,2006.0,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08,,,tbd,,Ubisoft,E
Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44,,,7.1,115.0,MachineGames,M
Inazuma Eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,,,,,,
Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,,,,,
Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,,,,,,
Exhibition Volume 02,XB,2003.0,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,,,,,,
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,,,,,,
Wall-E,DS,2008.0,Platform,THQ,0.46,0.82,0.0,0.17,1.46,54.0,15.0,tbd,,Helixe,E
NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83.0,17.0,8,6.0,Kush Games,E
X Rebirth,PC,2013.0,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08,33.0,24.0,3.3,1340.0,Egosoft,T
Dancing with the Stars: We Dance!,DS,2008.0,Misc,Activision,0.36,0.0,0.0,0.03,0.39,,,,,,
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64.0,29.0,7.3,13.0,Konami Software Shanghai,E10+
Pro Cycling Manager 2016,PS4,2016.0,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,,,,,,
Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,49.0,5.7,822.0,Piranha Bytes,M
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,7.3,70.0,TOSE,E10+
Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,,,,,,
Konami Arcade Classics,PS,1999.0,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,,,,,,
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,,,tbd,,Humongous Entertainment,E
X-COM: UFO Defense,PS,1995.0,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09,,,,,,
Omerta: City of Gangsters,X360,2011.0,Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06,0.7,43.0,18.0,3.3,25.0,Kalypso,T
WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.05,,,,,,
Myth Makers: Trixie in Toyland,Wii,2008.0,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,0.2,5.0,Data Design Interactive,E
SimCity 4: Deluxe Edition,PC,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,8.3,37.0,Maxis,E
Turbo: Super Stunt Squad,WiiU,2013.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,,,3.9,8.0,Monkey Bar Games,E
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Pronto Games,E
Super Mario Bros. 2,NES,1988.0,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,,,,,,
NBA Jam,GEN,1992.0,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,,,,,,
Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,
College Hoops 2K8,X360,2007.0,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,Visual Concepts,E
Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,53.0,8.0,6.8,5.0,Red Fly Studio,E
International Cricket 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.13,,,,,,
Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,78.0,20.0,7.7,6.0,Namco,E
Greg Hastings Paintball 2,X360,2010.0,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,,,8.3,7.0,Super X Studios,E10+
Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Imagine: Babyz Fashion,DS,2009.0,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,,,tbd,,Ubisoft,E
Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.02,0.16,,,tbd,,"Disney Interactive Studios, Land Ho!",E
Medarot 3: Kabuto / Kuwagata Version,GB,2000.0,Role-Playing,Imagineer,0.0,0.0,0.27,0.0,0.27,,,,,,
SpongeBob vs The Big One: Beach Party Cook Off,DS,2009.0,Adventure,THQ,0.24,0.11,0.0,0.04,0.39,,,tbd,,THQ,E
ECW Hardcore Revolution,N64,2000.0,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,,,,,,
Donkey Kong,NES,1983.0,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,,,,,,
Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,18.0,Sumo Digital,E10+
Disney Magic World 2,3DS,2015.0,Action,Nintendo,0.02,0.11,0.19,0.01,0.34,,,,,,
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,5.2,13.0,Bunkasha Publishing,T
DefCon 5,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,,,,,,
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8.0,Amaze Entertainment,E
Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,91.0,89.0,8.8,152.0,Team Ninja,M
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,Hudson Soft,0.0,0.0,0.49,0.0,0.49,,,,,,
Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,0.0,0.35,,,,,,
Saints Row IV,XOne,2015.0,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,,,,,,
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.25,62.0,26.0,3.5,104.0,Ubisoft Romania,T
Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,
Samurai Warriors 4,PS4,2014.0,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,31.0,8.1,74.0,Omega Force,T
Smash Court Tennis 3,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4.0,"Namco Bandai Games America, Namco Bandai Games",E
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,Crystal Dynamics,T
Creeper World 3: Arc Eternal,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,64.0,35.0,5.6,16.0,EA Canada,E
Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,28.0,6.0,5.2,6.0,THQ,T
Math Blaster in the Prime Adventure,DS,2009.0,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,,,tbd,,Knowledge Adventure Inc.,E
Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,,,,,,
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,Krome Studios,T
Princess in Love,DS,2009.0,Simulation,DTP Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,THQ,E
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,Runtime,E10+
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,Omega Force,T
Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,,,,,,
Darkwatch,XB,2005.0,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,43.0,8.1,21.0,High Moon Studios,M
Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72.0,38.0,7.5,19.0,Climax Entertainment,T
Arctic Tale,Wii,2007.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,,,tbd,,Atomic Planet Entertainment,E
Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,10.0,7,5.0,Konami,E
Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,Climax Group,M
Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,,,,,,
Monster Jam: Path of Destruction,Wii,2010.0,Racing,Activision,0.48,0.02,0.0,0.03,0.53,,,tbd,,Virtuos,E
Just Dance: Disney Party 2,WiiU,2015.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,,,tbd,,Ubisoft,E
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
WordJong Party,Wii,2008.0,Puzzle,Destineer,0.16,0.0,0.0,0.01,0.17,,,tbd,,Magellan Interactive,E
Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level,M
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,,
Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003.0,Fighting,Namco Bandai Games,0.0,0.0,0.63,0.0,0.63,,,,,,
Family Fest Presents Circus Games,Wii,2008.0,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44,,,tbd,,Kuju Entertainment,E
Just Dance 2015,WiiU,2014.0,Misc,Ubisoft,0.38,0.29,0.0,0.06,0.73,75.0,6.0,6.6,26.0,Ubisoft,E10+
Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,Microids,0.02,0.0,0.0,0.0,0.02,53.0,11.0,4.5,8.0,Microids,T
Chuck E. Cheese's Super Collection,Wii,2011.0,Action,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,,tbd,,UFO Interactive,E
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,,
Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03,,,,,,
Call of Duty 3,PS3,2006.0,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80.0,43.0,6.9,92.0,Treyarch,T
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+
Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,tbd,,BudCat,E
Cars 2,DS,2011.0,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,,,,,,
Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,
Battle of Giants: Dinosaurs,DS,2008.0,Strategy,Ubisoft,0.37,0.35,0.0,0.09,0.81,,,7.2,9.0,Ubisoft Quebec,E
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E
EyePet,PSP,2010.0,Simulation,Sony Computer Entertainment,0.02,0.17,0.0,0.09,0.27,57.0,19.0,tbd,,SCEE London Studio,E
The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,Ivory Tower,T
Justice League Heroes,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72.0,13.0,7.8,5.0,Snowblind Studios,T
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+
.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,
Grand Prix Challenge,PS2,2002.0,Racing,Atari,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.2,9.0,Atari,E
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,Nex Entertainment,T
Marker Man Adventures,DS,2009.0,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,,,tbd,,Glyphic Entertainment,E
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+
Aliens: Colonial Marines,PC,2013.0,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,Gearbox Software,M
Yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.04,0.0,0.02,0.1,54.0,15.0,tbd,,Blitz Games Studios,T
Yoshi,GB,1991.0,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,,,,,,
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996.0,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02,,,,,,
Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,Nival Interactive,T
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994.0,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,,,,,,
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Narcissus: Moshimo Ashita ga Runara,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
FIFA 14,PSV,2013.0,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,,,1.8,69.0,EA Canada,E
NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.87,0.21,0.02,0.24,1.34,,,3.5,22.0,Visual Concepts,E
Franklin: A Birthday Surprise,PS2,2006.0,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02,,,tbd,,Neko Entertainment,E
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18.0,8.9,18.0,EA Sports,E
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.01,0.49,64.0,25.0,6.9,20.0,Yuke's,T
Shaun White Snowboarding,PS2,2008.0,Sports,Ubisoft,0.15,0.12,0.0,0.04,0.31,,,tbd,,Ubisoft,E10+
Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38,,,tbd,,High Voltage Software,E
Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP
White Album 2: Shiawase no Mukougawa,PS3,2012.0,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04,,,,,,
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,33.0,19.0,2.7,16.0,Leviathan Games,M
X-Men: The Official Game,GC,2006.0,Action,Activision,0.12,0.03,0.0,0.0,0.15,50.0,31.0,6.3,8.0,Hypnos,T
Nagano Winter Olympics '98,PS,1997.0,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,,,,,,
The Biggest Loser,Wii,2009.0,Sports,THQ,0.86,0.12,0.0,0.09,1.07,,,,,,
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9,45.0,KCET,E
NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,84.0,22.0,6.8,60.0,Electronic Arts,E10+
World Championship Spelling,DS,2010.0,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,505 Games,E
The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,tbd,,Activision,
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007.0,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65.0,43.0,5.9,21.0,"Eighting, Genius Sonority Inc.",T
Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0,Capcom,M
Pokemon Gold/Pokemon Silver,GB,1999.0,Role-Playing,Nintendo,9.0,6.18,7.2,0.71,23.1,,,,,,
Bratz Ponyz,DS,2007.0,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28,,,tbd,,Neko Entertainment,E
